name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Apilactobacillus	2767877	G	2374720	81512	2456232	0.07264
Lactobacillus	1578	G	1453722	194921	1648643	0.04876
Fructilactobacillus	2767881	G	1135897	136714	1272611	0.03764
Lentilactobacillus	2767893	G	922032	224558	1146590	0.03391
Companilactobacillus	2767879	G	706982	123021	830003	0.02455
Ligilactobacillus	2767887	G	691721	155807	847528	0.02507
Pediococcus	1253	G	610786	384631	995417	0.02944
Limosilactobacillus	2742598	G	458067	158529	616596	0.01824
Acetilactobacillus	2767874	G	403416	48	403464	0.01193
Paucilactobacillus	2767890	G	350030	235448	585478	0.01732
Nicoliella	2978367	G	334020	9973	343993	0.01017
Weissella	46255	G	313550	54282	367832	0.01088
Leuconostoc	1243	G	265120	51248	316368	0.00936
Lactiplantibacillus	2767842	G	192975	130028	323003	0.00955
Loigolactobacillus	2767889	G	183050	254083	437133	0.01293
Levilactobacillus	2767886	G	171459	89084	260543	0.00771
Liquorilactobacillus	2767888	G	155128	88969	244097	0.00722
Bombilactobacillus	2767878	G	130379	4039	134418	0.00398
Dellaglioa	2767880	G	127890	52628	180518	0.00534
Fructobacillus	559173	G	123930	3590	127520	0.00377
Secundilactobacillus	2767892	G	95972	76989	172961	0.00512
Oenococcus	46254	G	95616	11876	107492	0.00318
Lacticaseibacillus	2759736	G	93994	35638	129632	0.00383
Latilactobacillus	2767885	G	92760	31721	124481	0.00368
Periweissella	2930384	G	67498	1447	68945	0.00204
Furfurilactobacillus	2767882	G	67255	26010	93265	0.00276
Holzapfeliella	2767883	G	63455	2975	66430	0.00196
Agrilactobacillus	2767875	G	59835	6005	65840	0.00195
Xylocopilactobacillus	3118928	G	46728	237	46965	0.00139
Lapidilactobacillus	2767884	G	24304	2365	26669	0.00079
Schleiferilactobacillus	2767891	G	11972	740	12712	0.00038
Amylolactobacillus	2767876	G	2000	2108	4108	0.00012
Enterococcus	1350	G	511099	433787	944886	0.02794
Vagococcus	2737	G	191351	60054	251405	0.00744
Tetragenococcus	51668	G	52054	81868	133922	0.00396
Melissococcus	33969	G	16090	825	16915	0.00050
Streptococcus	1301	G	357038	52285	409323	0.01211
Lactococcus	1357	G	69637	232969	302606	0.00895
Pseudolactococcus	3436058	G	25674	2894	28568	0.00084
Floricoccus	1930830	G	10119	620	10739	0.00032
Carnobacterium	2747	G	165487	49698	215185	0.00636
Dolosigranulum	29393	G	33520	2014	35534	0.00105
Granulicatella	117563	G	27429	44344	71773	0.00212
Jeotgalibaca	1470540	G	26491	10707	37198	0.00110
Desemzia	82800	G	16280	21269	37549	0.00111
Alkalibacterium	99906	G	6459	430	6889	0.00020
Marinilactibacillus	191769	G	6162	3512	9674	0.00029
Trichococcus	82802	G	788	69	857	0.00003
Alloiococcus	1651	G	87	8	95	0.00000
Ignavigranum	89092	G	17340	1975	19315	0.00057
Aerococcus	1375	G	14231	4987	19218	0.00057
Globicatella	13075	G	12916	3784	16700	0.00049
Tuanshanicoccus	3465067	G	11277	1411	12688	0.00038
Fundicoccus	2761542	G	6936	1087	8023	0.00024
Ruoffia	2862144	G	5516	3234	8750	0.00026
Abiotrophia	46123	G	4824	1467	6291	0.00019
Suicoccus	2689587	G	786	295	1081	0.00003
Bacillus	1386	G	219378	97363	316741	0.00937
Lysinibacillus	400634	G	99760	20052	119812	0.00354
Neobacillus	2675232	G	80612	20598	101210	0.00299
Virgibacillus	84406	G	52460	4408	56868	0.00168
Psychrobacillus	1221880	G	48355	9823	58178	0.00172
Peribacillus	2675229	G	44721	13585	58306	0.00172
Metabacillus	2675233	G	38403	13945	52348	0.00155
Oceanobacillus	182709	G	38172	7851	46023	0.00136
Cytobacillus	2675230	G	36445	10375	46820	0.00138
Priestia	2800373	G	35456	36593	72049	0.00213
Niallia	2837506	G	31422	7783	39205	0.00116
Heyndrickxia	2837504	G	25872	16653	42525	0.00126
Amphibacillus	29331	G	16252	3270	19522	0.00058
Halobacillus	45667	G	13103	1459	14562	0.00043
Pontibacillus	289201	G	11785	913	12698	0.00038
Sutcliffiella	2837511	G	10263	2448	12711	0.00038
Alkalihalobacillus	2675234	G	9510	1600	11110	0.00033
Halalkalibacterium (ex Joshi et al. 2022)	2893055	G	9331	2088	11419	0.00034
Gottfriedia	2837503	G	8676	1189	9865	0.00029
Tepidibacillus	1494427	G	8381	1113	9494	0.00028
Paraliobacillus	200903	G	8356	886	9242	0.00027
Lentibacillus	175304	G	8074	745	8819	0.00026
Aciduricibacillus	3158337	G	7999	1434	9433	0.00028
Lederbergia	2804231	G	7056	642	7698	0.00023
Salipaludibacillus	1884449	G	6847	559	7406	0.00022
Gracilibacillus	74385	G	6367	717	7084	0.00021
Ectobacillus	2837502	G	6241	1113	7354	0.00022
Evansella	2837485	G	5865	733	6598	0.00020
Anaerobacillus	704093	G	5797	1105	6902	0.00020
Ornithinibacillus	484508	G	5315	2248	7563	0.00022
Alkalicoccus	2005375	G	4487	341	4828	0.00014
Terribacillus	459532	G	3788	354	4142	0.00012
Alkalibacillus	331654	G	3752	114	3866	0.00011
Shouchella	2893057	G	3512	555	4067	0.00012
Cerasibacillus	227864	G	3446	932	4378	0.00013
Mesobacillus	2675231	G	3256	860	4116	0.00012
Fervidibacillus	3033930	G	3109	744	3853	0.00011
Rossellomorea	2837508	G	3064	831	3895	0.00012
Schinkia	2837509	G	2971	631	3602	0.00011
Halalkalibacter	2893056	G	2928	1236	4164	0.00012
Pradoshia	2651279	G	2392	429	2821	0.00008
Alkalihalophilus	2893060	G	2366	556	2922	0.00009
Radiobacillus	2785518	G	2065	393	2458	0.00007
Mangrovibacillus	2920444	G	1977	536	2513	0.00007
Robertmurraya	2837507	G	1492	157	1649	0.00005
Caldalkalibacillus	379065	G	1339	803	2142	0.00006
Salisediminibacterium	1434042	G	1328	139	1467	0.00004
Paenalkalicoccus	2944627	G	1214	1626	2840	0.00008
Pseudobacillus	108525	G	1212	758	1970	0.00006
Aeribacillus	1055323	G	938	2734	3672	0.00011
Salicibibacter	2685905	G	769	10	779	0.00002
Siminovitchia	2837510	G	546	118	664	0.00002
Caldifermentibacillus	3034001	G	461	8283	8744	0.00026
Domibacillus	1433999	G	375	96	471	0.00001
Paraperibacillus	3450404	G	352	72	424	0.00001
Salimicrobium	351195	G	333	30	363	0.00001
Falsibacillus	1270155	G	311	62	373	0.00001
Sediminibacillus	482460	G	71	11	82	0.00000
Allobacillus	1400133	G	64	6	70	0.00000
Staphylococcus	1279	G	572783	198944	771727	0.02282
Mammaliicoccus	2803850	G	38419	10017	48436	0.00143
Macrococcus	69965	G	24493	6914	31407	0.00093
Macrococcoides	3076173	G	8048	8142	16190	0.00048
Jeotgalicoccus	227979	G	2019	260	2279	0.00007
Salinicoccus	45669	G	1481	45	1526	0.00005
Nosocomiicoccus	489909	G	1235	208	1443	0.00004
Sporosarcina	1569	G	35129	4654	39783	0.00118
Planococcus	1372	G	26135	3673	29808	0.00088
Rummeliibacillus	648802	G	20686	4586	25272	0.00075
Paenisporosarcina	651660	G	16663	3664	20327	0.00060
Ureibacillus	160795	G	12386	19444	31830	0.00094
Kurthia	1649	G	11970	3411	15381	0.00045
Solibacillus	648800	G	8706	1156	9862	0.00029
Metasolibacillus	2703677	G	5401	11	5412	0.00016
Viridibacillus	496496	G	5370	1429	6799	0.00020
Jeotgalibacillus	157226	G	1570	369	1939	0.00006
Chryseomicrobium	889388	G	1059	340	1399	0.00004
Paenibacillus	44249	G	97760	4493	102253	0.00302
Brevibacillus	55080	G	5776	359	6135	0.00018
Cohnella	329857	G	1824	41	1865	0.00006
Aneurinibacillus	55079	G	1211	80	1291	0.00004
Pristimantibacillus (SeqCode)	2994560	G	442	30	472	0.00001
Saccharibacillus	456492	G	22	0	22	0.00000
Listeria	1637	G	84841	31162	116003	0.00343
Brochothrix	2755	G	9859	2184	12043	0.00036
Paenilisteria	3373705	G	2225	116	2341	0.00007
Gemella	1378	G	38709	6445	45154	0.00134
Anoxybacillus	150247	G	9878	2476	12354	0.00037
Geobacillus	129337	G	3759	10199	13958	0.00041
Thermaerobacillus	3390020	G	596	128	724	0.00002
Parageobacillus	1906945	G	103	82	185	0.00001
Saccharococcus	29395	G	38	12	50	0.00000
Anoxybacteroides	3389905	G	27	2	29	0.00000
Fictibacillus	1329200	G	10121	2943	13064	0.00039
Pseudalkalibacillus	2893058	G	607	100	707	0.00002
Exiguobacterium	33986	G	6775	781	7556	0.00022
Sporolactobacillus	2077	G	5726	207	5933	0.00018
Pullulanibacillus	475230	G	409	33	442	0.00001
Tumebacillus	432330	G	2486	142	2628	0.00008
Alicyclobacillus	29330	G	1409	37	1446	0.00004
Effusibacillus	1502725	G	893	15	908	0.00003
Fodinisporobacter	3156481	G	258	7	265	0.00001
Kyrpidia	1129704	G	31	0	31	0.00000
Guptibacillus	3421338	G	2911	1095	4006	0.00012
Novibacillus	1677050	G	330	39	369	0.00001
Thermoactinomyces	2023	G	131	8	139	0.00000
Kroppenstedtia	1274351	G	92	3	95	0.00000
Staphylospora	2689589	G	16	0	16	0.00000
Laceyella	292635	G	14	0	14	0.00000
Abyssicoccus	1955413	G	519	368	887	0.00003
Clostridium	1485	G	282184	23828	306012	0.00905
Haloimpatiens	1755832	G	8376	3263	11639	0.00034
Crassaminicella	1848399	G	8188	363	8551	0.00025
Caloramator	44258	G	7941	1438	9379	0.00028
Sarcina	1266	G	5201	499	5700	0.00017
Oceanirhabdus	1434026	G	3042	58	3100	0.00009
Hathewaya	1769729	G	1396	70	1466	0.00004
Candidatus Neoarthromitus	49082	G	1352	19	1371	0.00004
Wukongibacter	1884926	G	739	16	755	0.00002
Lactonifactor	420345	G	159	93	252	0.00001
Ruminococcus	1263	G	6892	214	7106	0.00021
Fastidiosipila	236752	G	2819	2827	5646	0.00017
Paludihabitans	2038676	G	1844	23	1867	0.00006
Caproicibacterium	2834348	G	1535	198	1733	0.00005
Faecalibacterium	216851	G	1384	1051	2435	0.00007
Ruminiclostridium	1508657	G	542	203	745	0.00002
Acidaminobacterium	3570270	G	403	3	406	0.00001
Amygdalobacter	3079925	G	317	90	407	0.00001
Thermoclostridium	2304691	G	188	98	286	0.00001
Anaerotruncus	244127	G	32	20	52	0.00000
Flavonifractor	946234	G	27	10	37	0.00000
Petroclostridium	2304687	G	26	1	27	0.00000
Owariibacterium	3393728	G	11	12	23	0.00000
Desulforamulus	2916693	G	3907	217	4124	0.00012
Desulfofarcimen	2282742	G	3100	65	3165	0.00009
Candidatus Formimonas	2840454	G	1225	18	1243	0.00004
Thermanaerosceptrum	2651578	G	923	57	980	0.00003
Dehalobacterium	51514	G	38	16	54	0.00000
Desulfofundulus	2282741	G	11	0	11	0.00000
Acididesulfobacillus	2924872	G	11	0	11	0.00000
Desulfosporosinus	79206	G	2542	75	2617	0.00008
Dehalobacter	56112	G	2292	771	3063	0.00009
Desulfitobacterium	36853	G	1635	38	1673	0.00005
Syntrophobotulus	51196	G	224	3	227	0.00001
Syntrophomonas	862	G	5167	233	5400	0.00016
Candidatus Syntrophocurvum	2293313	G	496	6	502	0.00001
Eubacterium	1730	G	1868	1979	3847	0.00011
Acetobacterium	33951	G	1317	29	1346	0.00004
Anaerofustis	264995	G	418	163	581	0.00002
Alkalibacter	274470	G	231	2	233	0.00001
Pseudoramibacter	113286	G	13	0	13	0.00000
Sulfobacillus	28033	G	2265	6	2271	0.00007
Thermaerobacter	73918	G	41	0	41	0.00000
Fenollaria	1686313	G	593	259	852	0.00003
Proteiniborus	415014	G	97	25	122	0.00000
Levyella	1715798	G	32	10	42	0.00000
Acutalibacter	1918385	G	2709	330	3039	0.00009
Caproiciproducens	1738645	G	34	18	52	0.00000
Caproicibacter	2576755	G	10	50	60	0.00000
Aristaeella	3046369	G	1000	3	1003	0.00003
Helicovermis	3136917	G	890	14	904	0.00003
Tianxiuia	3680000	G	36	0	36	0.00000
Fusibacter	76008	G	11	0	11	0.00000
Alkalicella	2838170	G	447	11	458	0.00001
Proteinivorax	1491776	G	196	1	197	0.00001
Desulfotomaculum	1562	G	143	160	303	0.00001
Heliorestis	79598	G	100	0	100	0.00000
Agathobaculum	2048137	G	30	8	38	0.00000
Thermincola	278993	G	17	2	19	0.00000
Desulfoscipio	2867376	G	14	0	14	0.00000
Terrisporobacter	1505652	G	23853	753	24606	0.00073
Romboutsia	1501226	G	10264	2736	13000	0.00038
Tepidibacter	214904	G	8186	312	8498	0.00025
Paraclostridium	1849822	G	7725	617	8342	0.00025
Peptostreptococcus	1257	G	6743	6718	13461	0.00040
Intestinibacter	1505657	G	4152	1709	5861	0.00017
Clostridioides	1870884	G	3435	4696	8131	0.00024
Faecalimicrobium	3120164	G	2345	471	2816	0.00008
Peptacetobacter	2743582	G	2258	71	2329	0.00007
Andreesenella	3685825	G	7984	143	8127	0.00024
Alkaliphilus	114627	G	3105	148	3253	0.00010
Serpentinicella	1890059	G	1047	13	1060	0.00003
Caminicella	166484	G	6964	523	7487	0.00022
Mogibacterium	86331	G	2373	669	3042	0.00009
Anoxybacterium	3408579	G	1948	126	2074	0.00006
Sinanaerobacter	2886866	G	413	47	460	0.00001
Aminipila	2060094	G	389	40	429	0.00001
Emergencia	1926556	G	317	337	654	0.00002
Ihubacter	1926667	G	175	209	384	0.00001
Acetoanaerobium	186831	G	1543	16	1559	0.00005
Filifactor	44259	G	138	190	328	0.00001
Geosporobacter	390805	G	278	26	304	0.00001
Tyzzerella	1506577	G	15840	775	16615	0.00049
Anaerostipes	207244	G	8087	3872	11959	0.00035
Roseburia	841	G	7540	926	8466	0.00025
Anaerocolumna	1843210	G	7511	37	7548	0.00022
Blautia	572511	G	7045	4064	11109	0.00033
Stomatobaculum	1213720	G	3971	94	4065	0.00012
Herbinix	1663717	G	3865	2024	5889	0.00017
Mediterraneibacter	2316020	G	2903	2325	5228	0.00015
Wujia	2944152	G	2495	2520	5015	0.00015
Chordicoccus	3031933	G	2198	238	2436	0.00007
Lacrimispora	2719231	G	2102	41	2143	0.00006
Lachnoclostridium	1506553	G	2030	70	2100	0.00006
Pseudobutyrivibrio	46205	G	1753	74	1827	0.00005
Hominifimenecus	3073585	G	1196	6	1202	0.00004
Agathobacter	1766253	G	1127	896	2023	0.00006
Butyrivibrio	830	G	1109	72	1181	0.00003
Lachnoanaerobaculum	1164882	G	982	87	1069	0.00003
Anaeromicropila	3024823	G	824	8	832	0.00002
Candidatus Epulonipiscium	2383	G	769	3	772	0.00002
Enterocloster	2719313	G	738	222	960	0.00003
Allocoprococcus	3569723	G	621	606	1227	0.00004
Dorea	189330	G	339	353	692	0.00002
Jutongia	2944194	G	310	108	418	0.00001
Hungatella	1649459	G	295	6	301	0.00001
Anaeropeptidivorans	2997360	G	232	2	234	0.00001
Chakrabartyella	3088373	G	176	8	184	0.00001
Novisyntrophococcus	2888809	G	54	9	63	0.00000
Otoolea	2941495	G	54	10	64	0.00000
Sellimonas	1769710	G	34	28	62	0.00000
Claveliimonas	3076670	G	27	13	40	0.00000
Anaerobutyricum	2569097	G	26	14	40	0.00000
Qiania	2944195	G	19	7	26	0.00000
Eisenbergiella	1432051	G	18	10	28	0.00000
Lachnospira	28050	G	17	3	20	0.00000
Kineothrix	2163168	G	16	0	16	0.00000
Coprococcus	33042	G	15	9	24	0.00000
Wansuia	2944198	G	12	2	14	0.00000
Vallitalea	1348611	G	5296	48	5344	0.00016
Petrocella	2603323	G	2754	176	2930	0.00009
Cellulosilyticum	698776	G	7717	286	8003	0.00024
Anaerotignum	2039240	G	276	17	293	0.00001
Defluviitalea	1185408	G	102	46	148	0.00000
Halobacteroides	42417	G	7559	25	7584	0.00022
Natroniella	52003	G	3491	8	3499	0.00010
Acetohalobium	28186	G	1399	0	1399	0.00004
Anoxybacter	1769008	G	6959	32	6991	0.00021
Halanaerobium	2330	G	5761	114	5875	0.00017
Halocella	46466	G	115	264	379	0.00001
Halothermothrix	32636	G	331	1	332	0.00001
Tepidanaerobacter	499228	G	6432	153	6585	0.00019
Biomaibacter	2770094	G	1323	3	1326	0.00004
Thermosediminibacter	291988	G	10	0	10	0.00000
Natranaerofaba	2807497	G	6038	12	6050	0.00018
Natranaerobius	375928	G	80	0	80	0.00000
Thermoanaerobacterium	28895	G	3036	808	3844	0.00011
Thermoanaerobacter	1754	G	2066	313	2379	0.00007
Aceticella	3051499	G	642	13	655	0.00002
Carboxydothermus	129957	G	42	0	42	0.00000
Caldanaerobacter	249529	G	38	4	42	0.00000
Ammonifex	42837	G	15	0	15	0.00000
Gelria	189326	G	11	0	11	0.00000
Candidatus Desulforudis	471826	G	18	0	18	0.00000
Metallumcola	3234175	G	1459	9	1468	0.00004
Thermanaeromonas	202949	G	417	0	417	0.00001
Neomoorella	44260	G	89	0	89	0.00000
Acetivibrio	35829	G	1957	3635	5592	0.00017
Koleobacter	2786989	G	900	16	916	0.00003
Monoglobus	2039302	G	181	138	319	0.00001
Christensenella	990721	G	14	5	19	0.00000
Mahella	252965	G	14	3	17	0.00000
Thomasclavelia	3025755	G	16469	4906	21375	0.00063
Faecalibacillus	2678885	G	15513	14733	30246	0.00089
Catenibacterium	135858	G	7472	2815	10287	0.00030
Tannockella	2943184	G	4100	247	4347	0.00013
Erysipelothrix	1647	G	28357	515	28872	0.00085
Allocoprobacillus	3059504	G	4751	957	5708	0.00017
Bulleidia	118747	G	3054	870	3924	0.00012
Hoskinsella	3681505	G	1731	3155	4886	0.00014
Intestinibaculum	2679910	G	501	46	547	0.00002
Amedibacterium	2749267	G	489	738	1227	0.00004
Solobacterium	123375	G	240	581	821	0.00002
Longicatena	1918536	G	143	318	461	0.00001
Massilimicrobiota	1924110	G	82	3482	3564	0.00011
Turicibacter	191303	G	16780	1552	18332	0.00054
Parvimonas	543311	G	12104	9304	21408	0.00063
Anaerococcus	165779	G	9840	1781	11621	0.00034
Helcococcus	31983	G	7054	2892	9946	0.00029
Peptoniphilus	162289	G	6131	6398	12529	0.00037
Miniphocaeibacter	2126548	G	5699	79	5778	0.00017
Microaceticoccus	3421489	G	1634	22	1656	0.00005
Finegoldia	150022	G	1200	1221	2421	0.00007
Aedoeadaptatus	2981628	G	33	2	35	0.00000
Tissierella	41273	G	9329	154	9483	0.00028
Gudongella	2692382	G	140	16	156	0.00000
Keratinibaculum	1354809	G	6078	1247	7325	0.00022
Schnuerera	2794837	G	511	44	555	0.00002
Acidilutibacter	2992720	G	2983	1300	4283	0.00013
Gottschalkia	1505664	G	2876	67	2943	0.00009
Caloranaerobacter	171003	G	1939	120	2059	0.00006
Sporanaerobacter	165812	G	361	54	415	0.00001
Sedimentibacter	190972	G	14027	342	14369	0.00042
Ezakiella	1582879	G	2751	7817	10568	0.00031
Sporomusa	2375	G	10603	1179	11782	0.00035
Anaerosinus	151037	G	8077	204	8281	0.00024
Pelosinus	365348	G	2474	24	2498	0.00007
Methylomusa	2093783	G	1129	14	1143	0.00003
Megamonas	158846	G	7761	185	7946	0.00023
Pectinatus	864	G	2802	35	2837	0.00008
Selenomonas	970	G	204	4	208	0.00001
Mitsuokella	52225	G	163	23	186	0.00001
Veillonella	29465	G	16243	622	16865	0.00050
Megasphaera	906	G	2311	68	2379	0.00007
Dialister	39948	G	585	38	623	0.00002
Phascolarctobacterium	33024	G	323	127	450	0.00001
Acidaminococcus	904	G	22	0	22	0.00000
Caldicellulosiruptor	44000	G	27017	773	27790	0.00082
Candidatus Contubernalis	338648	G	1911	5	1916	0.00006
Geochorda	3366854	G	11	9	20	0.00000
Limnochorda	1676651	G	10	0	10	0.00000
Mycoplasma	2093	G	63637	16737	80374	0.00238
Candidatus Hepatoplasma	295595	G	4489	686	5175	0.00015
Spiroplasma	2132	G	52577	1890	54467	0.00161
Mesoplasma	46239	G	8196	1288	9484	0.00028
Entomoplasma	46238	G	33	1	34	0.00000
Williamsoniiplasma	2919614	G	194	29	223	0.00001
Haploplasma	2903106	G	6535	398	6933	0.00021
Acholeplasma	2147	G	6345	297	6642	0.00020
Candidatus Phytoplasma	33926	G	5681	1106	6787	0.00020
Mariniplasma	2903100	G	1678	8	1686	0.00005
Candidatus Izemoplasma	2975549	G	7792	91	7883	0.00023
Candidatus Xianfuyuplasma	2975521	G	4145	97	4242	0.00013
Hujiaoplasma	3078171	G	89	21	110	0.00000
Mycoplasmopsis	2767358	G	26632	7867	34499	0.00102
Metamycoplasma	2895509	G	13199	5758	18957	0.00056
Mesomycoplasma	2923352	G	10795	1165	11960	0.00035
Ureaplasma	2129	G	2742	60	2802	0.00008
Mycoplasmoides	2995234	G	2683	1046	3729	0.00011
Malacoplasma	2791001	G	225	186	411	0.00001
Curtobacterium	2034	G	3967	371	4338	0.00013
Microbacterium	33882	G	2983	400	3383	0.00010
Subtercola	120212	G	898	22	920	0.00003
Aquiluna	529881	G	379	3	382	0.00001
Rhodoluna	529883	G	138	2	140	0.00000
Leucobacter	55968	G	364	36	400	0.00001
Agrococcus	46352	G	251	27	278	0.00001
Leifsonia	110932	G	227	18	245	0.00001
Agromyces	33877	G	215	23	238	0.00001
Cryobacterium	69578	G	152	3	155	0.00000
Rathayibacter	33886	G	134	8	142	0.00000
Clavibacter	1573	G	105	8	113	0.00000
Microcella	337004	G	72	9	81	0.00000
Frigoribacterium	96492	G	68	5	73	0.00000
Salinibacterium	235888	G	61	3	64	0.00000
Herbiconiux	881616	G	54	4	58	0.00000
Plantibacter	190323	G	45	2	47	0.00000
Protaetiibacter	2680004	G	40	5	45	0.00000
Paramicrobacterium	3110364	G	35	4	39	0.00000
Mycetocola	76634	G	28	1	29	0.00000
Cnuibacter	1759331	G	24	3	27	0.00000
Frondihabitans	447237	G	23	1	24	0.00000
Homoserinibacter	1649457	G	22	2	24	0.00000
Microterricola	518733	G	20	1	21	0.00000
Aurantimicrobium	1705353	G	18	0	18	0.00000
Gulosibacter	256818	G	17	3	20	0.00000
Lacisediminihabitans	2740558	G	15	0	15	0.00000
Orlajensenia	3440766	G	14	1	15	0.00000
Agreia	110934	G	13	0	13	0.00000
Ruicaihuangia	3137419	G	13	0	13	0.00000
Diaminobutyricimonas	1433997	G	12	0	12	0.00000
Rothia	32207	G	2048	114	2162	0.00006
Arthrobacter	1663	G	851	150	1001	0.00003
Glutamicibacter	1742989	G	205	57	262	0.00001
Pseudarthrobacter	1742993	G	195	36	231	0.00001
Micrococcus	1269	G	194	30	224	0.00001
Kocuria	57493	G	159	51	210	0.00001
Paenarthrobacter	1742992	G	149	63	212	0.00001
Sinomonas	596707	G	70	3	73	0.00000
Crystallibacter	3456524	G	62	5	67	0.00000
Citricoccus	169133	G	47	20	67	0.00000
Timonella	1465824	G	3346	395	3741	0.00011
Pengzhenrongella	2888818	G	34	3	37	0.00000
Luteimicrobium	754249	G	20	3	23	0.00000
Brachybacterium	43668	G	1773	214	1987	0.00006
Helcobacillus	1161125	G	16	4	20	0.00000
Dermabacter	36739	G	11	4	15	0.00000
Brevibacterium	1696	G	468	60	528	0.00002
